"","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","CurrentOccu","CurJobYears","CurJobMonths","CommunitySize","CountryOfRes","MaritalStatus","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","YouProcast","OthersThinkU","DPMean","AIPMean","GPMean","SWLSMean"
"81",24,"Female","No Kids","deg","student",NA,"please specify",0,0,"Large-City","Philippines","Single",0,0,2,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,2,3,4,4,4,4,3,3,3,2,2,1,"yes","yes",2,2.66666666666667,3.2,2.2
"82",55,"Male","No Kids","ltuni","part-time",NA,"audio engineer",17,0,"Large-City","Philippines","Divorced",0,0,3,3,2,2,2,3,3,5,4,2,1,3,3,2,3,4,3,3,2,2,3,1,4,2,2,2,2,2,3,2,2,3,2,3,3,4,4,4,2,4,3,3,2,2,2,"no","no",2.5,2.86666666666667,2.7,2.4
"83",28,"Female","Yes Kids","deg","full-time",10000,"research associate",7,3,"Large Town","Philippines","Married",0,1,4,5,5,4,4,2,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,4,5,5,5,2,4,5,2,5,5,5,5,5,5,4,2,4,2,4,5,"yes","yes",4,4.6,4.45,3.4
"84",45,"Male","No Kids","deg","part-time",55000,"controller",9,8,"Medium-Sized","Philippines","Single",0,0,2,3,2,2,2,1,1,4,3,4,3,4,4,2,4,2,3,3,2,3,4,1,2,2,2,4,3,4,4,4,3,4,3,3,3,4,2,4,4,4,3,4,4,2,4,"yes","yes",2,2.86666666666667,3.2,3.4
"85",37.5,"Female","Yes Kids","deg","part-time",10000,"businesswoman",4,10,"Small City","Philippines","Married",0,1,5,5,5,4,4,5,5,5,4,5,5,5,5,1,5,4,5,5,4,5,5,2,3,4,4,5,2,5,5,5,2,5,5,5,5,4,5,5,4,4,2,2,1,2,1,"yes","yes",4.5,4.53333333333333,4.2,1.6
"86",19,"Male","No Kids","ltuni","student",10000,"other",0,4,"Village","Philippines","Single",0,0,4,3,4,2,4,4,2,5,4,3,1,5,3,3,4,4,3,5,2,5,4,4,2,4,4,3,2,2,4,5,4,4,1,5,4,5,5,4,5,4,4,5,4,3,5,"yes","yes",4,3.53333333333333,3.75,4.2
"87",45,"Female","Yes Kids","dip","full-time",87500,"other",6,3,"Small Town","Philippines","Married",1,4,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,4,2,2,3,3,3,3,3,3,2,2,3,4,3,5,3,3,3,5,4,3,3,3,3,3,4,4,3,"yes","yes",2.5,2.8,3.2,3.4
"88",23,"Male","No Kids","deg","part-time",10000,"other",2,3,"Other","Philippines","Single",0,0,3,3,3,2,2,4,4,3,3,2,2,3,3,2,2,3,3,4,2,3,3,3,4,4,2,4,2,3,4,4,3,3,4,3,3,3,2,3,2,3,2,2,1,2,2,"yes","yes",2.5,2.86666666666667,3.1,1.8
"89",19,"Female","No Kids","deg","student",NA,"other",0,0,"Village","Philippines","Single",0,0,3,4,2,2,2,1,1,1,1,3,5,2,4,1,1,2,1,2,1,5,5,1,2,3,4,1,5,2,5,1,5,5,1,1,4,5,5,4,5,4,3,4,2,4,3,"yes","no",2.5,2.06666666666667,3.4,3.2
"90",20,"Male","No Kids","deg","student",15000,"other",0,2,"Other","Philippines","Single",0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"yes","no",3,3,3,3
"91",28,"Female","Yes Kids","ltuni","unemployed",10000,"other",3,4,"Large-City","Philippines","Single",1,0,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,5,5,5,"yes","yes",5,3.13333333333333,3,5
"92",45,"Female","No Kids","deg","part-time",25000,"financial advisor",0,6,"Large Town","Malaysia","Divorced",0,0,5,5,3,5,5,5,5,5,1,5,3,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,4.33333333333333,5,1
"93",20,"Female","No Kids","deg","student",10000,"please specify",0,0,"Medium-Sized","Malaysia","Single",0,0,4,4,4,3,3,1,3,4,4,3,3,5,5,3,5,2,4,5,3,2,3,1,3,5,5,5,2,4,4,3,3,5,4,4,5,5,5,4,3,4,2,2,3,2,2,"yes","yes",3.5,3.46666666666667,3.85,2.2
"94",32.5,"Male","Yes Kids","phd","full-time",45000,"other",3,0,"Village","Malaysia","Married",1,0,3,2,3,2,2,1,2,4,2,3,1,1,3,2,3,4,3,4,2,2,3,2,4,3,4,3,3,4,4,3,5,3,3,4,3,5,5,4,3,5,3,4,4,3,3,"no","no",2.5,2.46666666666667,3.65,3.4
"95",20,"Male","No Kids","deg","student",NA,"other",2,0,"Village","Malaysia","Single",0,0,3,1,5,1,1,1,3,5,5,2,5,5,4,1,5,1,1,1,3,1,2,1,1,3,1,3,1,1,2,1,5,1,1,3,3,5,5,2,3,1,4,4,4,3,3,"yes","no",2,2.86666666666667,2.25,3.6
"96",24,"Male","No Kids","deg","unemployed",10000,"other",0,0,"Large-City","Greece","Single",0,0,4,2,4,4,3,4,4,2,4,4,4,5,4,4,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,5,5,4,1,1,2,1,2,"yes","yes",3.5,3.8,4.05,1.4
"97",24,"Male","No Kids","phd","full-time",15000,"it",0,6,"Large-City","Greece","Single",0,0,5,2,1,2,3,1,2,2,5,5,4,5,5,2,5,2,5,5,5,3,4,1,3,3,4,3,3,3,3,3,2,4,1,2,4,4,3,4,5,3,3,4,4,4,5,"yes","yes",4,3.73333333333333,3.1,4
"98",20,"Male","No Kids","ltuni","part-time",NA,"programmer",0,3,"Large-City","Greece","Single",0,0,4,3,4,3,3,2,1,3,1,3,3,5,4,3,4,4,1,4,1,3,4,2,2,4,1,1,1,2,4,2,2,4,3,3,2,4,3,4,4,4,4,4,5,3,4,"yes","yes",3.5,2.8,2.8,4
"99",37.5,"Male","Yes Kids","high","full-time",25000,"airport ground handler",9,0,"Medium-Sized","Greece","Separated",1,4,3,4,4,3,3,3,2,4,4,4,3,2,5,4,3,5,2,4,2,4,4,2,4,5,5,5,3,4,3,2,4,2,3,2,4,5,4,4,5,4,1,2,2,1,1,"yes","no",3,3.4,3.7,1.4
"100",32.5,"Male","No Kids","ma","full-time",25000,"computer programmer",2,6,"Large-City","Greece","Single",0,0,5,5,3,4,4,3,4,4,4,5,5,3,4,5,5,3,3,5,3,5,5,3,4,5,3,5,4,3,5,4,5,5,3,3,4,5,5,4,5,4,2,2,3,1,1,"yes","yes",4.5,4.06666666666667,4.2,1.8
"101",67.5,"Male","Yes Kids","phd","retired",25000,"other",0,0,"Village","Greece","Married",1,1,4,4,4,3,3,1,1,1,2,2,4,5,4,3,3,4,2,2,1,2,3,2,1,1,1,2,3,3,5,1,5,3,1,1,3,3,2,3,3,3,1,1,1,1,4,"yes","no",3.5,2.46666666666667,2.45,1.6
"102",37.5,"Male","No Kids","ma","full-time",67500,"other",14,0,"Village","Greece","Single",0,0,2,4,5,4,4,4,2,5,1,5,1,4,4,2,4,5,4,2,1,5,4,1,4,1,5,5,5,4,4,1,5,3,5,4,5,3,2,2,5,4,2,2,3,2,2,"yes","yes",3,3.26666666666667,3.6,2.2
"103",24,"Female","No Kids","ltuni","student",10000,"other",6,0,"Small Town","Greece","Single",0,0,5,5,4,3,3,4,4,4,4,4,4,5,5,4,4,3,4,4,4,3,4,1,2,3,5,1,4,4,4,3,3,4,4,3,1,2,3,2,4,5,4,4,5,4,5,"yes","yes",4,4,3.1,4.4
"104",25,"Male","No Kids","ltuni","student",NA,"other",0,0,"Village","Greece","Single",0,0,4,3,2,2,1,1,2,2,2,4,5,1,4,3,5,1,4,3,1,1,4,4,4,3,1,2,4,4,5,3,3,5,2,3,4,4,3,5,5,4,2,4,2,2,3,"yes","yes",2.5,2.6,3.6,2.6
"105",24,"Male","No Kids","deg","student",NA,"other",0,0,"Village","Greece","Single",0,0,4,3,2,3,3,3,2,5,5,3,5,5,5,5,5,5,3,5,1,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,3,5,5,5,1,3,1,1,5,"yes","yes",3.5,4.13333333333333,4.7,2.2
"106",45,"Female","No Kids","ltuni","part-time",15000,"teacher",0,4,"Medium-Sized","Denmark","Married",0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,2,1,1,3,1,1,1,2,1,3,2,3,1,2,3,1,1,3,3,3,4,4,5,4,4,4,5,2,"yes","no",1,1.4,2.35,3.8
"107",28,"Female","No Kids","deg","student",35000,"other",0,0,"Medium-Sized","Denmark","Married",0,0,4,4,2,3,3,1,1,4,4,4,5,4,3,4,4,4,3,2,2,3,4,3,4,2,3,2,3,4,3,2,3,4,2,2,3,3,2,3,4,4,4,4,5,4,3,"yes","yes",3.5,3.2,3,4
"108",28,"Female","No Kids","ma","student",15000,"other",0,0,"Small Town","Denmark","Other",0,0,4,4,4,3,3,1,1,2,2,4,5,4,4,3,4,2,3,2,2,1,4,1,3,4,2,1,4,4,4,2,4,4,1,2,4,4,3,4,4,4,2,2,2,2,2,"yes","yes",3.5,2.66666666666667,3.15,2
"109",45,"Male","Yes Kids","ma","full-time",67500,"other",1,0,"Large Town","Denmark","Married",1,3,5,4,4,3,3,1,3,5,5,4,5,5,1,5,5,1,4,4,1,1,5,1,3,1,1,1,4,3,4,3,3,4,5,3,1,5,4,5,4,5,1,1,1,2,2,"yes","yes",4,3.33333333333333,3.25,1.4
"110",37.5,"Male","No Kids","ma","student",10000,"other",0,0,"Small Town","Denmark","Married",0,0,3,3,3,2,2,1,1,2,3,2,5,3,3,3,4,2,2,1,2,2,3,2,4,2,3,1,3,3,4,2,3,4,1,3,3,3,2,3,4,3,4,5,4,3,2,"yes","no",2.5,2.4,2.8,3.6
"111",37.5,"Male","Yes Kids","ma","full-time",87500,"other",4,8,"Village","Denmark","Married",0,2,4,3,2,1,1,1,1,5,3,3,3,2,4,2,2,1,2,3,2,3,3,3,3,2,3,2,3,3,3,2,4,4,2,2,4,4,3,4,2,2,2,4,3,3,3,"yes","no",2.5,2.46666666666667,2.9,3
"112",45,"Female","Yes Kids","ltuni","full-time",55000,"other",0,3,"Village","Denmark","Married",1,1,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,2,2,3,2,2,3,3,3,2,3,4,4,3,3,3,4,3,2,3,3,4,4,3,4,3,4,4,4,3,3,"yes","no",3,2.66666666666667,3.2,3.6
"113",32.5,"Female","No Kids","deg","student",NA,"other",0,0,"Small Town","Denmark","Single",0,0,2,4,2,2,2,1,1,3,3,3,5,3,5,2,4,1,3,3,2,3,4,2,2,2,3,1,3,4,4,2,4,3,2,3,4,5,3,4,2,4,3,3,4,4,5,"yes","no",2,2.8,3.05,3.8
"114",45,"Female","Yes Kids","ma","full-time",55000,"other",0,0,"Village","Denmark","Divorced",0,1,5,5,4,4,4,4,2,2,3,3,3,4,3,3,3,3,3,5,3,5,5,2,3,5,5,4,3,3,4,3,4,4,4,3,5,3,3,5,5,5,3,3,3,3,2,"yes","yes",4.5,3.26666666666667,3.9,2.8
"115",22,"Male","No Kids","ltuni","student",10000,"computer science",5,6,"Large-City","Spain","Single",0,0,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,2,5,5,2,2,1,2,2,4,2,1,3,1,1,1,2,2,3,4,3,1,4,4,"no","no",1.5,1.53333333333333,2.15,3.2
"116",21,"Male","No Kids","high","student",10000,"please specify",17,0,"Medium-Sized","Spain","Single",0,0,5,5,1,4,4,4,4,5,1,5,5,4,5,4,5,4,4,5,4,3,5,1,4,5,3,4,5,5,5,3,2,4,4,5,4,5,5,5,5,5,2,3,2,2,1,"yes","yes",4.5,4.13333333333333,4.2,2
"117",22,"Male","No Kids","grade","unemployed",10000,"unemployed",0,0,"Large Town","Spain","Single",0,0,5,5,5,5,5,5,2,2,5,5,4,5,5,5,5,5,2,4,3,5,5,5,5,5,3,2,5,5,5,4,1,5,4,5,4,5,4,5,5,5,1,1,1,1,1,"yes","yes",5,4.13333333333333,4.35,1
"118",20,"Male","No Kids","ltuni","student",10000,"please specify",13,0,"Small City","Spain","Single",0,0,4,4,3,2,2,3,1,4,3,4,2,5,5,2,3,2,1,4,1,2,5,2,3,4,2,4,3,4,5,2,3,4,1,4,5,3,2,4,3,4,2,3,4,4,3,"yes","yes",3,2.8,3.35,3.2
"119",24,"Female","No Kids","deg","part-time",15000,"efl teacher/ professional researcher",2,4,"Large Town","Spain","Single",0,0,5,3,2,2,2,1,2,3,3,2,2,2,3,3,3,4,3,2,2,1,2,1,3,3,2,4,4,2,5,2,4,5,1,2,3,5,3,2,2,2,3,3,4,5,4,"yes","yes",3.5,2.4,2.85,3.8
"120",37.5,"Male","No Kids","ma","full-time",55000,"other",7,10,"Large-City","Spain","Single",0,0,4,3,4,3,3,1,1,3,2,2,2,1,3,4,3,2,1,2,1,2,3,2,2,3,3,3,3,3,4,2,4,3,2,2,3,2,2,4,3,3,3,3,3,3,3,"no","no",3.5,2,2.8,3
"121",45,"Male","No Kids","ltuni","full-time",35000,"other",2,0,"Medium-Sized","Spain","Single",0,0,5,4,4,4,4,1,1,5,3,5,5,5,5,5,5,3,2,3,2,5,5,3,4,4,1,1,3,5,5,4,2,4,2,2,5,5,5,5,5,3,1,1,1,1,2,"yes","yes",4.5,3.66666666666667,3.65,1.2
"122",45,"Male","Yes Kids","phd","full-time",150000,"doctor; physician",14,0,"Large-City","Spain","Married",3,0,4,4,3,3,3,1,2,3,3,3,5,3,3,3,3,3,1,2,1,3,3,3,3,2,3,3,3,4,3,2,3,3,1,3,3,4,4,4,4,3,2,3,3,3,2,"yes","no",3.5,2.6,3.05,2.6
"123",32.5,"Female","Yes Kids","ma","full-time",15000,"other",5,0,"Small Town","Spain","Married",2,1,4,4,1,2,2,5,2,3,3,3,5,4,5,2,4,4,3,5,2,3,4,4,3,5,3,2,4,3,4,5,3,4,4,2,5,5,5,5,1,3,2,2,2,4,2,"yes","no",3,3.53333333333333,3.7,2.4
"124",37.5,"Male","No Kids","ma","part-time",15000,"other",0,7,"Village","Spain","Single",0,0,4,4,2,4,3,2,3,5,4,4,4,5,2,4,4,2,3,2,4,4,5,2,4,1,4,3,4,2,4,2,2,4,1,2,4,4,3,5,5,4,3,5,2,3,1,"yes","yes",3.5,3.46666666666667,3.25,2.8
"125",45,"Male","Yes Kids","phd","full-time",35000,"other",6,0,"Village","Spain","Married",2,1,3,3,5,3,3,1,1,4,2,2,2,3,2,2,3,4,2,2,2,2,3,3,3,5,3,3,3,4,3,1,3,4,3,4,3,3,2,4,3,3,3,2,3,3,3,"yes","4",3,2.26666666666667,3.15,2.8
"126",37.5,"Female","Yes Kids","deg","full-time",35000,"other",4,6,"Small Town","Spain","Single",1,0,4,4,4,4,4,4,2,5,5,5,5,5,4,4,4,5,3,4,3,5,4,4,4,5,5,2,4,3,4,4,3,4,3,3,5,5,4,5,5,5,3,3,3,3,3,"yes","no",4,4.2,4.05,3
"127",28,"Male","No Kids","high","full-time",25000,"other",4,0,"Small Town","Spain","Single",0,0,5,5,4,4,4,4,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,3,4,5,5,5,5,4,5,3,4,5,3,5,5,5,5,5,5,5,1,3,3,1,2,"yes","yes",4.5,4.66666666666667,4.55,2
"128",32.5,"Male","Yes Kids","ma","full-time",45000,"editor",3,2,"Large-City","Chile","Married",0,1,4,3,3,2,2,2,4,5,5,5,4,5,4,5,5,3,4,4,4,3,5,1,3,5,2,2,4,3,5,4,4,4,3,5,4,5,4,5,5,5,3,3,3,3,3,"yes","yes",3,4.13333333333333,3.9,3
"129",45,"Female","No Kids","ma","full-time",25000,"other",14,0,"Village","Chile","Married",0,0,3,3,2,2,2,1,1,3,4,2,1,2,3,2,3,3,2,2,1,3,3,3,5,5,5,4,2,2,2,3,2,2,1,2,3,1,1,5,3,4,4,4,4,4,3,"no","no",2.5,2.2,2.9,3.8
"130",23,"Male","No Kids","ltuni","student",10000,"other",4,6,"Small Town","Chile","Single",0,0,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,5,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4,5,5,5,2,1,4,2,1,"yes","yes",3.5,4.2,4.25,2
"131",45,"Male","Yes Kids","dip","full-time",150000,"other",9,0,"Village","Chile","Separated",2,0,3,3,3,3,3,2,2,4,2,3,2,3,3,2,3,3,2,2,2,3,3,3,4,4,3,3,3,3,4,4,2,3,2,4,3,4,3,3,4,3,2,3,2,3,2,"yes","yes",3,2.53333333333333,3.25,2.4
"132",55,"Female","No Kids","dip","full-time",35000,"software developer",23,0,"Village","Finland","Single",0,0,3,3,3,3,3,1,2,4,3,4,2,3,4,2,4,4,3,3,2,2,3,4,4,4,3,2,3,4,4,2,3,3,2,2,4,3,3,4,3,4,2,2,3,2,2,"yes","no",3,2.86666666666667,3.2,2.2
"133",28,"Male","No Kids","ltuni","student",10000,"other",0,0,"Medium-Sized","Finland","Single",0,0,5,5,5,5,5,3,2,4,4,5,5,5,5,5,5,2,5,2,3,5,4,1,3,5,5,2,5,5,5,2,2,5,4,4,5,5,4,5,5,5,2,3,2,1,1,"yes","yes",5,4,4.05,1.8
"134",45,"Male","Yes Kids","ma","full-time",45000,"other",5,0,"Large Town","Finland","Divorced",0,1,3,1,3,1,3,1,1,2,4,3,2,2,2,1,4,2,1,1,1,3,3,1,2,4,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,2,3,4,3,4,3,"no","yes",3,2,1.65,3.4
"135",55,"Female","Yes Kids","ma","full-time",10000,"other",0,4,"Small Town","Finland","Divorced",3,0,5,5,5,5,5,2,2,2,5,5,4,4,4,3,5,2,4,4,4,5,5,5,5,2,3,3,4,5,5,5,5,5,3,2,5,4,5,4,5,5,1,1,1,1,1,"yes","yes",5,3.66666666666667,4.25,1
"136",28,"Female","No Kids","deg","part-time",15000,"other",0,0,"Large Town","Finland","Single",0,0,5,5,5,5,5,4,4,5,4,5,3,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4,5,5,5,4,4,5,4,4,5,5,4,5,5,5,2,2,2,2,2,"yes","yes",5,4.6,4.5,2
"137",28,"Male","No Kids","deg","unemployed",10000,"other",0,0,"Large Town","Finland","Single",0,0,2,4,4,3,3,1,1,3,4,4,1,3,3,3,5,3,2,3,1,3,4,1,3,2,3,3,3,3,5,4,5,4,2,4,4,3,3,3,4,2,2,1,2,1,1,"yes","yes",2.5,2.66666666666667,3.25,1.4
"138",28,"Female","No Kids","phd","full-time",15000,"other",4,0,"Small Town","Finland","Single",0,0,3,2,3,2,2,2,1,5,2,2,1,4,4,1,3,4,2,3,1,3,2,1,4,2,1,2,2,4,3,2,2,3,3,3,3,4,4,4,3,3,4,4,4,3,4,"no","no",2.5,2.53333333333333,2.75,3.8
"139",22,"Male","No Kids","ltuni","student",10000,"other",0,0,"Small Town","Finland","Single",0,0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,"yes","yes",4.5,3.2,3.65,2
"140",22,"Male","No Kids","ltuni","student",10000,"other",0,0,"Small Town","Finland","Single",0,0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,"yes","yes",4.5,3.2,3.65,2
"141",32.5,"Male","Yes Kids","phd","full-time",35000,"other",0,4,"Large Town","Finland","Married",0,1,5,5,5,3,3,1,2,4,5,5,4,5,5,5,5,4,5,2,3,4,5,2,4,5,3,2,4,4,5,3,4,5,3,4,5,4,3,5,3,4,2,2,2,3,2,"yes","yes",4,3.93333333333333,3.85,2.2
"142",32.5,"Male","Yes Kids","ma","full-time",87500,"other",6,0,"Village","Finland","Married",2,1,5,5,5,5,5,5,4,5,3,2,4,4,4,3,5,4,3,4,3,4,5,3,5,4,4,4,3,4,5,3,3,4,4,4,4,5,5,4,4,4,3,3,3,2,2,"yes","yes",5,3.8,4.05,2.6
"143",55,"Male","Yes Kids","deg","full-time",55000,"other",3,3,"Large-City","Finland","Married",0,2,4,4,3,2,2,1,1,5,2,1,1,2,2,2,3,2,1,1,1,1,2,1,1,1,1,1,2,1,4,1,2,4,3,3,3,5,4,3,4,5,3,3,4,4,3,"no","no",3,1.73333333333333,2.55,3.4
"144",45,"Male","Yes Kids","deg","full-time",67500,"other",17,0,"Medium-Sized","Macao","Married",0,3,5,4,3,4,4,4,4,4,5,5,4,5,4,5,5,4,5,5,5,5,3,4,3,3,4,3,4,3,4,3,3,4,2,3,5,4,4,4,5,4,2,3,2,1,4,"yes","yes",4.5,4.6,3.6,2.4
"145",19,"Female","No Kids","ltuni","student",10000,"please specify",0,8,"Small City","New Zealand","Single",0,0,4,4,4,4,4,2,4,5,1,2,5,4,4,4,4,3,5,3,5,5,5,2,4,2,4,3,3,4,2,4,4,4,3,4,5,4,4,4,4,4,2,3,3,3,4,"yes","yes",4,3.73333333333333,3.65,3
"146",37.5,"Female","No Kids","ma","student",NA,"other",0,0,"Village","New Zealand","Single",0,0,4,4,4,3,3,2,2,4,3,2,4,5,5,5,4,4,3,4,4,5,5,3,5,5,5,3,4,3,4,3,3,5,2,4,5,4,3,4,4,4,4,4,4,3,4,"yes","yes",3.5,3.73333333333333,3.9,3.8
"147",37.5,"Male","No Kids","deg","student",10000,"other",1,6,"Small Town","New Zealand","Single",0,0,5,3,4,3,3,2,3,4,5,5,5,3,5,5,5,5,3,4,3,4,5,5,5,4,4,3,4,3,5,2,3,5,3,3,3,5,5,5,5,4,1,2,2,1,3,"yes","yes",4,4.06666666666667,4.05,1.8
"148",28,"Male","No Kids","deg","full-time",35000,"other",14,0,"Small Town","New Zealand","Single",0,0,2,3,1,1,1,2,4,4,5,3,5,4,5,2,5,4,5,2,5,3,5,2,3,4,4,3,4,1,4,2,4,3,2,3,4,4,3,4,3,4,4,3,3,3,3,"yes","yes",1.5,3.86666666666667,3.3,3.2
"149",20,"Male","No Kids","deg","student",10000,"other",NA,0,"Village","New Zealand","Single",0,0,4,4,4,3,3,2,4,3,4,4,3,5,4,3,4,4,4,4,4,3,4,3,4,5,3,4,5,4,5,3,4,5,3,4,4,4,3,4,4,4,3,3,3,4,3,"yes","yes",3.5,3.66666666666667,3.95,3.2
"150",22,"Male","No Kids","ma","part-time",10000,"other",0,3,"Small Town","New Zealand","Single",0,0,3,4,4,3,3,4,2,4,3,3,3,4,3,3,3,3,4,4,2,4,4,3,2,3,2,3,3,3,4,3,4,4,2,3,4,4,3,3,4,3,3,3,3,3,2,"yes","yes",3,3.26666666666667,3.2,2.8
"151",28,"Female","No Kids","deg","full-time",45000,"other",4,3,"Village","New Zealand","Single",0,0,4,3,3,1,1,1,1,1,4,2,1,2,2,5,4,3,3,2,4,1,4,2,3,4,4,3,2,3,4,5,3,3,1,1,1,5,2,3,2,4,4,4,5,5,4,"yes","yes",2.5,2.4,2.95,4.4
"152",24,"Female","No Kids","ltuni","full-time",35000,"other",3,2,"Small Town","New Zealand","Single",0,0,2,3,3,2,2,1,2,5,2,3,2,2,3,4,3,4,3,4,2,2,3,4,4,2,4,3,3,4,4,2,3,4,2,3,3,4,4,3,4,3,4,4,4,4,4,"yes","yes",2,2.8,3.3,4
"153",32.5,"Female","Yes Kids","deg","unemployed",10000,"other",3,0,"Other","New Zealand","Married",0,2,4,4,2,2,2,1,1,5,3,3,5,4,3,4,4,4,4,4,3,4,5,3,4,5,3,4,5,2,4,4,4,5,1,4,5,3,3,5,4,5,3,3,3,4,3,"yes","yes",3,3.46666666666667,3.9,3.2
"154",32.5,"Female","Yes Kids","ltuni","part-time",15000,"other",1,0,"Large-City","New Zealand","Married",1,6,4,4,4,4,4,4,2,3,2,4,5,5,4,5,5,3,3,4,2,5,5,4,4,4,4,3,5,4,5,3,4,5,3,3,4,5,5,4,5,3,2,2,2,2,2,"yes","yes",4,3.73333333333333,4.1,2
"155",45,"Female","Yes Kids","deg","part-time",45000,"other",6,1,"Village","New Zealand","Married",2,1,2,2,1,1,1,1,2,5,2,3,3,2,4,3,4,1,2,3,2,2,4,1,2,4,3,2,4,2,4,2,4,3,1,2,4,2,2,5,1,4,4,3,5,5,4,"yes","no",1.5,2.6,2.8,4.2
"156",28,"Female","No Kids","ma","student",25000,"other",0,10,"Village","New Zealand","Married",0,0,4,5,4,1,1,3,3,3,5,5,4,5,4,3,5,2,5,5,5,4,5,1,4,3,4,3,4,4,5,4,4,5,4,4,4,4,3,5,3,5,4,3,3,4,3,"yes","yes",2.5,4.06666666666667,3.9,3.4
"157",28,"Male","No Kids","ltuni","student",10000,"please specify",7,6,"Large-City","Yugoslavia","Single",0,0,5,4,5,5,5,2,4,4,4,5,5,5,5,5,5,3,4,3,3,5,3,3,2,5,3,2,5,5,5,4,2,5,2,3,5,3,3,5,5,5,1,1,1,1,1,"yes","yes",5,4.13333333333333,3.75,1
"158",21,"Male","No Kids","ltuni","student",NA,"other",3,0,"Village","Yugoslavia","Single",0,0,2,2,4,2,2,2,1,2,2,3,3,4,4,1,3,2,3,2,2,4,4,2,2,2,2,2,3,2,3,1,3,2,3,4,3,4,3,3,4,3,4,4,4,3,4,"yes","no",2,2.53333333333333,2.75,3.8
"159",37.5,"Male","No Kids","phd","full-time",150000,"attorney",10,0,"Large-City","Romania","Married",0,0,2,1,3,1,1,2,1,5,2,1,1,1,2,1,1,1,1,4,1,3,3,1,2,4,1,1,3,2,4,1,1,3,1,1,3,4,1,2,3,2,4,4,4,3,4,"yes","no",1.5,1.8,2.15,3.8
"160",32.5,"Female","No Kids","ltuni","part-time",10000,"secretary",2,6,"Large-City","Romania","Single",0,0,4,3,3,2,2,3,2,3,3,3,5,2,4,3,3,2,2,4,2,3,3,2,3,3,3,2,3,4,3,3,2,3,4,3,4,4,2,4,3,4,3,4,2,2,2,"yes","no",3,2.93333333333333,3.1,2.6
"161",21,"Male","No Kids","deg","student",10000,"other",3,0,"Village","Romania","Single",0,0,5,4,3,2,2,2,4,2,5,5,5,4,1,2,5,2,4,5,5,5,5,2,3,4,4,2,4,3,5,5,2,5,2,3,3,4,2,4,3,4,3,3,3,4,2,"yes","no",3.5,3.73333333333333,3.45,3
"162",25,"Female","No Kids","ltuni","full-time",15000,"other",1,0,"Village","Romania","Single",0,0,3,2,4,5,5,3,4,1,4,5,3,5,4,4,5,4,5,5,4,3,5,3,3,5,4,3,2,4,5,2,4,5,4,5,5,4,4,5,5,5,3,2,2,4,5,"yes","no",4,3.93333333333333,4.1,3.2
"163",28,"Female","No Kids","high","unemployed",10000,"other",1,6,"Small Town","Romania","Single",0,0,5,5,3,4,4,2,3,2,5,5,4,4,5,5,5,2,1,3,3,5,1,1,3,2,1,2,4,4,5,4,3,4,1,1,5,5,4,5,5,5,1,2,1,1,1,"yes","yes",4.5,3.6,3.25,1.2
